id_Customer,Tipe_Customer,Region,Luas_Bangunan_m2,Jumlah_Penghuni,Biaya_Listrik
CUSTOMER_1140,residential,Southeast,77,3,70.88
CUSTOMER_1141,commercial,Midwest,45,3,97.75
CUSTOMER_1142,residential,Northeast,77,4,139.16
CUSTOMER_1143,commercial,North,24,1,89.11
CUSTOMER_1144,residential,Southeast,45,4,119.06
CUSTOMER_1145,residential,Midwest,17,2,52.53
CUSTOMER_1146,commercial,Northeast,45,3,96.94
CUSTOMER_1147,commercial,Midwest,45,1,94.73
CUSTOMER_1148,commercial,Midwest,24,1,58.83
CUSTOMER_1149,commercial,Midwest,52,3,71.71
CUSTOMER_1150,commercial,South,52,3,86.46
CUSTOMER_1151,commercial,Midwest,17,3,85.99
CUSTOMER_1152,commercial,Midwest,45,1,96.68
CUSTOMER_1153,commercial,North,24,2,59.7
CUSTOMER_1154,commercial,North,45,2,74.58
CUSTOMER_1155,residential,Northeast,52,3,57.49
CUSTOMER_1156,commercial,North,24,1,72.51
CUSTOMER_1157,residential,Midwest,77,4,104.69
CUSTOMER_1158,commercial,Midwest,24,1,98.63
CUSTOMER_1159,commercial,North,45,3,79.56
CUSTOMER_1160,residential,Southeast,45,1,96.14
CUSTOMER_1161,commercial,Northeast,24,1,55.58
CUSTOMER_1162,residential,Northeast,24,1,64.18
CUSTOMER_1163,residential,Northeast,52,4,118.08
CUSTOMER_1164,commercial,Northeast,45,3,72.36
CUSTOMER_1165,residential,Northeast,24,3,93.73
CUSTOMER_1166,commercial,Midwest,45,3,72.35
CUSTOMER_1167,commercial,Midwest,17,2,63.01
CUSTOMER_1168,residential,South,24,2,55.84
CUSTOMER_1169,residential,North,45,3,56.58
CUSTOMER_1170,residential,North,17,1,91.53
CUSTOMER_1171,residential,North,52,1,75.34
CUSTOMER_1172,commercial,Midwest,45,3,89.79
CUSTOMER_1173,residential,North,77,4,141.26
CUSTOMER_1174,residential,Southeast,45,4,111.28
CUSTOMER_1175,residential,Midwest,77,1,59.84
CUSTOMER_1176,residential,Midwest,45,1,91.29
CUSTOMER_1177,commercial,Midwest,45,2,89.54
CUSTOMER_1178,residential,Northeast,77,4,124.58
CUSTOMER_1179,commercial,Northeast,45,1,56.48
CUSTOMER_1180,residential,Northeast,17,1,53.12
CUSTOMER_1181,commercial,Midwest,45,3,67.3
CUSTOMER_1182,residential,Northeast,77,2,52.97
CUSTOMER_1183,residential,North,45,4,116.47
CUSTOMER_1184,commercial,South,45,4,126.85
CUSTOMER_1185,residential,North,45,2,58.73
CUSTOMER_1186,commercial,Southeast,77,1,57.85
CUSTOMER_1187,commercial,Midwest,17,3,98.53
CUSTOMER_1188,residential,Northeast,45,2,82.56
CUSTOMER_1189,residential,North,24,2,100.48
CUSTOMER_1190,commercial,North,45,1,70.26
CUSTOMER_1191,residential,Midwest,45,2,87.27
CUSTOMER_1192,residential,Midwest,24,3,63.01
CUSTOMER_1193,residential,Midwest,24,3,84.25
CUSTOMER_1194,residential,South,45,2,59.15
CUSTOMER_1195,residential,Midwest,17,3,52.61
CUSTOMER_1196,commercial,Northeast,24,3,100.33
CUSTOMER_1197,commercial,Northeast,52,1,80.99
CUSTOMER_1198,commercial,Southeast,24,2,100.1
CUSTOMER_1199,commercial,Northeast,45,2,69.64
CUSTOMER_1200,residential,North,77,1,69.33
CUSTOMER_1201,commercial,Midwest,24,1,73.07
CUSTOMER_1202,residential,Midwest,24,1,88.76
CUSTOMER_1203,residential,South,45,1,81.55
CUSTOMER_1204,residential,Midwest,45,4,154.58
CUSTOMER_1205,residential,North,77,3,53.81
CUSTOMER_1206,commercial,South,77,3,88.87
CUSTOMER_1207,commercial,Northeast,45,4,121.97
CUSTOMER_1208,residential,Northeast,24,1,61.75
CUSTOMER_1209,residential,Midwest,17,2,78.71
CUSTOMER_1210,commercial,North,24,2,78.44
CUSTOMER_1211,residential,Midwest,17,2,59.54
CUSTOMER_1212,residential,North,45,1,62.87
CUSTOMER_1213,residential,Midwest,45,4,126.23
CUSTOMER_1214,commercial,Northeast,17,3,73.49
CUSTOMER_1215,commercial,Midwest,52,3,68.81
CUSTOMER_1216,residential,Southeast,24,3,60.13
CUSTOMER_1217,residential,Northeast,45,3,52.72
CUSTOMER_1218,commercial,Northeast,45,2,102.32
CUSTOMER_1219,commercial,Northeast,45,2,100.95
CUSTOMER_1220,residential,Northeast,45,4,130.37
CUSTOMER_1221,commercial,Midwest,17,3,103.6
CUSTOMER_1222,residential,Midwest,45,4,140.78
CUSTOMER_1223,residential,Northeast,45,1,56.04
CUSTOMER_1224,commercial,Northeast,77,3,58.54
CUSTOMER_1225,residential,North,45,3,99.54
CUSTOMER_1226,residential,Midwest,45,4,138.39
CUSTOMER_1227,residential,North,45,4,150.07
CUSTOMER_1228,residential,South,77,1,98.63
CUSTOMER_1229,commercial,Midwest,24,3,75.5
CUSTOMER_1230,residential,Northeast,45,2,54.99
CUSTOMER_1231,commercial,Midwest,45,1,62.17
CUSTOMER_1232,residential,South,45,1,55.92
CUSTOMER_1233,residential,Midwest,17,3,62.19
CUSTOMER_1234,residential,Northeast,45,2,73.58
CUSTOMER_1235,commercial,Northeast,24,2,58.57
CUSTOMER_1236,residential,Southeast,45,2,61.06
CUSTOMER_1237,commercial,Midwest,45,3,75.39
CUSTOMER_1238,residential,Midwest,52,4,122.5
CUSTOMER_1239,commercial,Southeast,45,3,76.51
CUSTOMER_1240,residential,Southeast,24,2,74.54
CUSTOMER_1241,commercial,South,24,3,85.59
CUSTOMER_1242,commercial,North,52,2,100.62
CUSTOMER_1243,commercial,Midwest,24,3,58.04
CUSTOMER_1244,commercial,Midwest,45,4,109.3
CUSTOMER_1245,commercial,Midwest,24,1,96.29
CUSTOMER_1246,residential,Midwest,45,1,78.5
CUSTOMER_1247,residential,Northeast,45,3,91.85
CUSTOMER_1248,residential,Midwest,24,3,63.56
CUSTOMER_1249,commercial,Midwest,24,2,95.06
CUSTOMER_1250,residential,North,52,4,154.5
CUSTOMER_1251,commercial,Midwest,45,1,85.13
CUSTOMER_1252,residential,Northeast,45,2,57.94
CUSTOMER_1253,residential,Northeast,52,3,98.47
CUSTOMER_1254,residential,North,77,4,147.3
CUSTOMER_1255,commercial,Midwest,24,2,91.06
CUSTOMER_1256,residential,Midwest,77,2,54.39
CUSTOMER_1257,residential,Midwest,17,3,93.53
CUSTOMER_1258,residential,Midwest,24,1,59.58
CUSTOMER_1259,residential,Southeast,52,2,63.92
CUSTOMER_1260,residential,Northeast,24,3,82.14
CUSTOMER_1261,residential,North,24,2,66.11
CUSTOMER_1262,commercial,Southeast,24,3,86.46
CUSTOMER_1263,residential,Northeast,45,3,83.72
CUSTOMER_1264,residential,South,45,3,58.05
CUSTOMER_1265,residential,Southeast,45,4,139.82
CUSTOMER_1266,residential,Midwest,52,1,99.95
CUSTOMER_1267,residential,South,45,4,112.69
CUSTOMER_1268,residential,North,24,1,83.16
CUSTOMER_1269,residential,Northeast,77,3,70.05
CUSTOMER_1270,residential,Midwest,24,1,76.1
CUSTOMER_1271,commercial,Northeast,17,2,67.24
CUSTOMER_1272,commercial,South,17,1,70.68
CUSTOMER_1273,commercial,North,45,1,53.98
CUSTOMER_1274,residential,Midwest,17,2,102.9
CUSTOMER_1275,residential,Midwest,17,2,84.58
CUSTOMER_1276,residential,Midwest,24,2,78.21
CUSTOMER_1277,residential,Northeast,24,3,72.2
CUSTOMER_1278,commercial,Northeast,45,2,80.2
CUSTOMER_1279,residential,Southeast,52,2,72.02
CUSTOMER_1280,residential,Northeast,45,2,70.98
CUSTOMER_1281,residential,Southeast,24,3,76.32
CUSTOMER_1282,commercial,Midwest,24,1,66.67
CUSTOMER_1283,residential,Midwest,77,3,61.75
CUSTOMER_1284,residential,Midwest,17,1,81.08
CUSTOMER_1285,residential,Northeast,52,2,95.78
CUSTOMER_1286,residential,Midwest,24,3,60.35
CUSTOMER_1287,residential,Southeast,77,3,54.18
CUSTOMER_1288,residential,Midwest,24,1,65.17
CUSTOMER_1289,residential,South,45,3,102.81
CUSTOMER_1290,residential,Midwest,45,3,95.06
CUSTOMER_1291,residential,North,45,4,136.52
CUSTOMER_1292,residential,Northeast,24,1,100.22
CUSTOMER_1293,residential,South,45,3,75.37
CUSTOMER_1294,commercial,Northeast,45,3,102.99
CUSTOMER_1295,commercial,Southeast,17,2,67.72
CUSTOMER_1296,residential,Southeast,17,2,64.84
CUSTOMER_1297,residential,Northeast,45,2,85.26
CUSTOMER_1298,residential,North,17,2,71.92
CUSTOMER_1299,residential,Midwest,45,2,84.66
CUSTOMER_1300,commercial,Northeast,24,3,68.16
CUSTOMER_1301,residential,Midwest,45,3,84.23
CUSTOMER_1302,commercial,Midwest,24,2,66.66
CUSTOMER_1303,residential,Midwest,45,1,55.12
CUSTOMER_1304,residential,Midwest,17,2,99.34
CUSTOMER_1305,commercial,Northeast,17,3,97.85
CUSTOMER_1306,commercial,Midwest,17,1,102.35
CUSTOMER_1307,commercial,Northeast,77,2,89.29
CUSTOMER_1308,commercial,Northeast,17,1,87.56
CUSTOMER_1309,residential,Midwest,45,2,81.2
CUSTOMER_1310,commercial,Southeast,17,3,58.97
CUSTOMER_1311,residential,Northeast,17,2,62.22
CUSTOMER_1312,commercial,Midwest,45,1,67.36
CUSTOMER_1313,residential,Midwest,45,3,98.21
CUSTOMER_1314,commercial,Northeast,77,2,61.38
CUSTOMER_1315,residential,Northeast,77,2,99.89
CUSTOMER_1316,residential,South,45,2,79.35
CUSTOMER_1317,residential,Midwest,45,2,89.24
CUSTOMER_1318,commercial,Midwest,45,4,109.9
CUSTOMER_1319,residential,Midwest,24,3,66.31
CUSTOMER_1320,residential,North,77,4,156.4
CUSTOMER_1321,residential,Midwest,45,3,66.17
CUSTOMER_1322,residential,Midwest,45,2,67.73
CUSTOMER_1323,commercial,Midwest,24,3,62.65
CUSTOMER_1324,residential,Northeast,17,1,59.13
CUSTOMER_1325,commercial,North,77,3,64.48
CUSTOMER_1326,residential,Northeast,24,1,85.48
CUSTOMER_1327,residential,South,45,1,75.88
CUSTOMER_1328,commercial,Midwest,17,3,80.94
CUSTOMER_1329,commercial,Midwest,52,2,58.78
CUSTOMER_1330,residential,North,17,3,93.69
CUSTOMER_1331,residential,North,52,4,146.84
CUSTOMER_1332,commercial,Midwest,17,1,53.61
CUSTOMER_1333,residential,Midwest,52,1,72.19
CUSTOMER_1334,commercial,Midwest,45,4,107.63
CUSTOMER_1335,commercial,Northeast,24,3,93.17
CUSTOMER_1336,commercial,Midwest,45,1,90.36
CUSTOMER_1337,residential,Northeast,24,3,98.82
CUSTOMER_1338,commercial,Northeast,24,3,64.64
CUSTOMER_1339,residential,Midwest,52,2,75.93
CUSTOMER_1340,residential,Northeast,45,1,61.97
CUSTOMER_1341,residential,Northeast,24,3,71.56
CUSTOMER_1342,residential,Midwest,24,1,79.32
CUSTOMER_1343,commercial,Midwest,24,3,55.24
CUSTOMER_1344,commercial,Southeast,52,3,89.21
CUSTOMER_1345,commercial,Midwest,24,2,80.4
CUSTOMER_1346,residential,North,77,4,149.3
CUSTOMER_1347,residential,Northeast,77,3,66.46
CUSTOMER_1348,residential,South,17,2,98.89
CUSTOMER_1349,commercial,Midwest,24,1,103.78
CUSTOMER_1350,residential,Midwest,52,2,99.71
CUSTOMER_1351,commercial,North,24,2,92.44
CUSTOMER_1352,residential,Midwest,17,1,94.22
CUSTOMER_1353,residential,North,24,2,81.96
CUSTOMER_1354,commercial,Midwest,45,2,62.26
CUSTOMER_1355,residential,South,45,3,87.27
CUSTOMER_1356,commercial,South,17,2,89.1
CUSTOMER_1357,commercial,Midwest,17,3,103.1
CUSTOMER_1358,residential,Midwest,77,4,133.53
CUSTOMER_1359,residential,South,45,2,66.43
CUSTOMER_1360,residential,Midwest,45,1,87.61
CUSTOMER_1361,commercial,North,45,1,102.79
CUSTOMER_1362,residential,Midwest,45,4,113.57
CUSTOMER_1363,residential,Northeast,45,4,121.73
CUSTOMER_1364,residential,Midwest,24,2,80.33
CUSTOMER_1365,commercial,Midwest,24,3,61.24
CUSTOMER_1366,residential,Midwest,45,2,53.64
CUSTOMER_1367,commercial,Northeast,45,3,69.8
CUSTOMER_1368,commercial,Northeast,77,2,96.94
CUSTOMER_1369,residential,Midwest,24,1,54.73
CUSTOMER_1370,residential,Southeast,77,1,74.53
CUSTOMER_1371,commercial,Midwest,77,3,91.64
CUSTOMER_1372,residential,Northeast,24,2,101.45
CUSTOMER_1373,commercial,South,45,4,157.87
CUSTOMER_1374,residential,South,45,3,74.17
CUSTOMER_1375,residential,Northeast,77,1,101.3
CUSTOMER_1376,commercial,North,45,3,54.32
CUSTOMER_1377,residential,Midwest,45,2,90.8
CUSTOMER_1378,residential,Southeast,45,4,139.09
CUSTOMER_1379,residential,South,24,3,65.31
CUSTOMER_1380,residential,Southeast,24,2,78.55
CUSTOMER_1381,residential,Midwest,45,2,59.15
CUSTOMER_1382,residential,Midwest,45,4,151.63
CUSTOMER_1383,commercial,North,45,1,70.88
CUSTOMER_1384,residential,Northeast,45,2,84.65
CUSTOMER_1385,commercial,Midwest,24,2,60.65
CUSTOMER_1386,residential,Midwest,45,2,63.09
CUSTOMER_1387,commercial,Midwest,17,3,103.44
CUSTOMER_1388,residential,Midwest,52,1,91.17
CUSTOMER_1389,commercial,Northeast,77,3,101.9
CUSTOMER_1390,residential,Midwest,45,3,67.69
CUSTOMER_1391,residential,North,17,1,60.95
CUSTOMER_1392,residential,Midwest,24,3,78.33
CUSTOMER_1393,residential,Midwest,45,3,77.9
CUSTOMER_1394,residential,Midwest,45,4,113.45
CUSTOMER_1395,residential,South,45,4,144.05
CUSTOMER_1396,commercial,Northeast,24,2,71.08
CUSTOMER_1397,residential,Midwest,45,3,62.07
CUSTOMER_1398,residential,Northeast,45,1,69.55
CUSTOMER_1399,residential,Midwest,24,3,81.44
CUSTOMER_1400,commercial,Southeast,45,4,143.68
CUSTOMER_1401,residential,Midwest,17,2,77.25
CUSTOMER_1402,residential,Southeast,45,3,79.49
CUSTOMER_1403,residential,Northeast,52,1,59.63
CUSTOMER_1404,commercial,Southeast,45,4,153.99
CUSTOMER_1405,commercial,North,52,2,100.19
CUSTOMER_1406,residential,Southeast,45,3,87.59
CUSTOMER_1407,commercial,Northeast,24,1,53.41
CUSTOMER_1408,commercial,Northeast,45,4,133.3
CUSTOMER_1409,residential,Midwest,45,1,84.81
CUSTOMER_1410,commercial,South,24,3,103.58
CUSTOMER_1411,residential,North,17,3,103.65
CUSTOMER_1412,residential,Northeast,45,2,96.54
CUSTOMER_1413,residential,Southeast,17,3,55.78
CUSTOMER_1414,residential,Northeast,17,2,101.45
CUSTOMER_1415,residential,Northeast,45,3,83.96
CUSTOMER_1416,commercial,Midwest,24,1,93.63
CUSTOMER_1417,residential,Northeast,77,1,73.41
CUSTOMER_1418,residential,South,24,1,68.92
CUSTOMER_1419,residential,Midwest,45,1,76.29
CUSTOMER_1420,commercial,Midwest,45,2,60.04
CUSTOMER_1421,residential,South,45,1,70.84
CUSTOMER_1422,residential,Midwest,24,2,96.54
CUSTOMER_1423,residential,North,77,2,54.45
CUSTOMER_1424,residential,Northeast,45,2,60.25
CUSTOMER_1425,commercial,Midwest,52,3,58.92
CUSTOMER_1426,commercial,Northeast,24,2,73.2
CUSTOMER_1427,residential,South,17,3,103.7
CUSTOMER_1428,commercial,Midwest,45,2,61.4
CUSTOMER_1429,residential,Northeast,17,3,59.97
CUSTOMER_1430,commercial,Midwest,45,4,154.01
CUSTOMER_1431,residential,Midwest,24,3,97.79
CUSTOMER_1432,residential,South,45,4,105.63
CUSTOMER_1433,residential,Southeast,77,1,91.1
CUSTOMER_1434,commercial,Midwest,45,2,86.16
CUSTOMER_1435,residential,Midwest,52,3,91.92
CUSTOMER_1436,residential,Midwest,45,4,130.96
CUSTOMER_1437,residential,Midwest,45,4,158.2
CUSTOMER_1438,commercial,North,77,1,54.75
CUSTOMER_1439,residential,North,52,2,64.53
CUSTOMER_1440,commercial,Midwest,45,1,72.86
CUSTOMER_1441,commercial,Northeast,24,3,75.6
CUSTOMER_1442,residential,North,45,4,154.36
CUSTOMER_1443,commercial,Midwest,24,1,81.26
CUSTOMER_1444,residential,North,45,1,54.82
CUSTOMER_1445,commercial,Midwest,45,2,73.44
CUSTOMER_1446,residential,Midwest,52,3,73.89
CUSTOMER_1447,commercial,South,52,2,102.08
CUSTOMER_1448,commercial,Midwest,45,2,83.27
CUSTOMER_1449,commercial,North,17,1,85.14
CUSTOMER_1450,commercial,Midwest,52,3,89.13
CUSTOMER_1451,residential,Southeast,24,2,92.04
CUSTOMER_1452,residential,South,45,3,85.11
CUSTOMER_1453,commercial,Midwest,17,2,64.68
CUSTOMER_1454,residential,Northeast,24,1,97.38
CUSTOMER_1455,residential,South,77,2,90.09
CUSTOMER_1456,commercial,Northeast,17,2,90.6
CUSTOMER_1457,commercial,Midwest,45,4,158.48
CUSTOMER_1458,commercial,Midwest,24,2,93.71
CUSTOMER_1459,residential,North,77,3,95.08
CUSTOMER_1460,commercial,Northeast,52,1,101.35
CUSTOMER_1461,residential,Northeast,24,3,60.26
CUSTOMER_1462,commercial,Midwest,17,2,78.06
CUSTOMER_1463,residential,South,45,4,135.68
CUSTOMER_1464,commercial,Northeast,24,1,69.41
CUSTOMER_1465,commercial,Southeast,45,3,95.6
CUSTOMER_1466,residential,North,17,2,91.65
CUSTOMER_1467,commercial,Midwest,17,1,89.52
CUSTOMER_1468,residential,North,45,4,158.51
CUSTOMER_1469,commercial,South,24,1,65.82
CUSTOMER_1470,commercial,Midwest,52,4,144.17
CUSTOMER_1471,residential,Midwest,17,2,80.81
CUSTOMER_1472,commercial,Southeast,24,1,68.57
CUSTOMER_1473,commercial,Midwest,77,1,60.75
CUSTOMER_1474,residential,South,45,4,152.96
CUSTOMER_1475,residential,Midwest,45,3,83.08
CUSTOMER_1476,commercial,South,24,1,94.86
CUSTOMER_1477,commercial,Midwest,45,3,80.5
CUSTOMER_1478,commercial,North,45,3,63.8
CUSTOMER_1479,commercial,Midwest,24,3,69.83
CUSTOMER_1480,residential,North,52,3,72.09
CUSTOMER_1481,commercial,Midwest,45,1,102.46
CUSTOMER_1482,residential,Midwest,24,1,52.79
CUSTOMER_1483,residential,Midwest,45,3,103.11
CUSTOMER_1484,residential,North,45,1,102.85
CUSTOMER_1485,residential,Northeast,24,3,103.65
CUSTOMER_1486,residential,Midwest,45,3,76.97
CUSTOMER_1487,residential,South,24,3,101.99
CUSTOMER_1488,commercial,Northeast,45,4,125.54
CUSTOMER_1489,residential,Midwest,45,2,53.85
CUSTOMER_1490,residential,Midwest,45,1,64.02
CUSTOMER_1491,residential,Midwest,77,1,101.04
CUSTOMER_1492,residential,Northeast,24,3,53.21
CUSTOMER_1493,residential,Midwest,45,4,133.79
CUSTOMER_1494,residential,Northeast,45,4,108.0
CUSTOMER_1495,residential,South,45,1,67.21
CUSTOMER_1496,commercial,North,45,3,57.02
CUSTOMER_1497,residential,Northeast,17,1,96.64
CUSTOMER_1498,residential,North,24,3,82.85
CUSTOMER_1499,residential,Northeast,24,3,98.82
CUSTOMER_1500,commercial,Midwest,77,2,87.85
CUSTOMER_1501,residential,Northeast,24,3,102.36
CUSTOMER_1502,residential,North,52,2,78.68
CUSTOMER_1503,residential,Midwest,45,1,85.3
CUSTOMER_1504,residential,North,24,1,82.09
CUSTOMER_1505,residential,North,45,4,130.4
CUSTOMER_1506,residential,Southeast,52,2,95.94
CUSTOMER_1507,residential,Midwest,52,1,85.6
CUSTOMER_1508,residential,South,24,2,93.65
CUSTOMER_1509,residential,Southeast,24,1,92.88
CUSTOMER_1510,commercial,Midwest,24,2,62.31
CUSTOMER_1511,commercial,North,17,2,85.89
CUSTOMER_1512,commercial,Midwest,45,3,62.75
CUSTOMER_1513,commercial,Southeast,52,1,82.45
CUSTOMER_1514,residential,Midwest,24,3,87.29
CUSTOMER_1515,residential,Midwest,45,4,158.52
CUSTOMER_1516,residential,Northeast,45,2,54.07
CUSTOMER_1517,residential,Southeast,24,3,57.19
CUSTOMER_1518,commercial,Midwest,17,2,56.46
CUSTOMER_1519,residential,South,45,1,72.96
CUSTOMER_1520,commercial,Northeast,52,1,94.69
CUSTOMER_1521,residential,Northeast,45,4,150.12
CUSTOMER_1522,commercial,Northeast,17,1,90.34
CUSTOMER_1523,residential,Midwest,24,2,98.55
CUSTOMER_1524,residential,Northeast,17,3,69.08
CUSTOMER_1525,residential,North,45,1,57.03
CUSTOMER_1526,residential,South,45,2,55.49
CUSTOMER_1527,residential,North,17,3,96.26
CUSTOMER_1528,residential,Southeast,52,2,90.01
CUSTOMER_1529,commercial,Northeast,45,4,142.15
CUSTOMER_1530,residential,Southeast,45,2,69.94
CUSTOMER_1531,residential,Midwest,77,4,124.68
CUSTOMER_1532,residential,South,17,1,101.7
CUSTOMER_1533,commercial,South,77,4,107.36
CUSTOMER_1534,residential,North,17,2,92.23
CUSTOMER_1535,residential,North,24,2,68.4
CUSTOMER_1536,residential,Northeast,52,3,54.51
CUSTOMER_1537,residential,Midwest,77,1,90.63
CUSTOMER_1538,commercial,Southeast,45,2,69.49
CUSTOMER_1539,residential,Midwest,45,4,143.44
CUSTOMER_1540,residential,Midwest,45,2,88.84
CUSTOMER_1541,commercial,Northeast,52,3,79.96
CUSTOMER_1542,residential,Southeast,17,2,92.42
CUSTOMER_1543,residential,South,52,2,82.34
CUSTOMER_1544,residential,Northeast,45,2,67.22
CUSTOMER_1545,commercial,Midwest,45,2,90.2
CUSTOMER_1546,residential,North,45,4,136.15
CUSTOMER_1547,commercial,Midwest,45,2,53.15
CUSTOMER_1548,residential,Midwest,77,3,98.8
CUSTOMER_1549,residential,North,45,2,80.52
CUSTOMER_1550,residential,Midwest,77,2,97.1
CUSTOMER_1551,commercial,Northeast,24,2,97.83
CUSTOMER_1552,residential,Midwest,45,4,128.25
CUSTOMER_1553,commercial,Midwest,52,4,131.68
CUSTOMER_1554,commercial,North,45,2,73.85
CUSTOMER_1555,residential,Midwest,45,4,128.49
CUSTOMER_1556,residential,Midwest,45,1,98.47
CUSTOMER_1557,residential,Northeast,52,1,92.97
CUSTOMER_1558,residential,North,52,1,59.0
CUSTOMER_1559,commercial,Midwest,17,1,83.84
CUSTOMER_1560,commercial,South,52,3,103.64
CUSTOMER_1561,residential,Northeast,45,1,83.08
CUSTOMER_1562,residential,Northeast,24,3,92.85
CUSTOMER_1563,commercial,Northeast,52,4,146.01
CUSTOMER_1564,residential,Midwest,45,1,70.49
CUSTOMER_1565,commercial,Northeast,52,3,71.59
CUSTOMER_1566,residential,Northeast,24,1,89.68
CUSTOMER_1567,commercial,Midwest,17,2,78.17
CUSTOMER_1568,residential,Midwest,45,1,81.8
CUSTOMER_1569,residential,Northeast,17,1,89.11
CUSTOMER_1570,residential,Midwest,45,1,92.43
CUSTOMER_1571,residential,Midwest,24,2,66.44
CUSTOMER_1572,residential,North,45,3,60.04
CUSTOMER_1573,commercial,North,17,3,67.48
CUSTOMER_1574,commercial,Southeast,24,2,78.56
CUSTOMER_1575,residential,North,45,1,70.07
CUSTOMER_1576,residential,Midwest,24,1,81.69
CUSTOMER_1577,residential,South,45,1,55.25
CUSTOMER_1578,residential,Northeast,77,3,78.68
CUSTOMER_1579,residential,Northeast,45,3,71.4
CUSTOMER_1580,residential,Midwest,52,2,79.96
CUSTOMER_1581,residential,Southeast,17,2,74.2
CUSTOMER_1582,residential,South,24,3,67.09
CUSTOMER_1583,residential,Midwest,52,1,98.93
CUSTOMER_1584,residential,North,45,1,61.99
CUSTOMER_1585,commercial,Midwest,45,1,87.49
CUSTOMER_1586,residential,Midwest,45,1,99.98
CUSTOMER_1587,commercial,Midwest,45,4,133.38
CUSTOMER_1588,residential,North,17,2,97.5
CUSTOMER_1589,residential,Northeast,45,2,58.91
CUSTOMER_1590,commercial,Midwest,45,3,77.86
CUSTOMER_1591,commercial,Midwest,45,2,75.97
CUSTOMER_1592,commercial,Northeast,52,4,104.3
CUSTOMER_1593,residential,Northeast,24,1,75.26
CUSTOMER_1594,residential,Southeast,24,3,71.45
CUSTOMER_1595,commercial,Midwest,52,4,140.57
CUSTOMER_1596,residential,Northeast,45,2,100.68
CUSTOMER_1597,residential,North,45,2,56.91
CUSTOMER_1598,residential,Northeast,17,2,69.32
CUSTOMER_1599,residential,South,24,2,75.3
CUSTOMER_1600,commercial,Midwest,45,4,128.81
CUSTOMER_1601,residential,Midwest,24,2,92.29
CUSTOMER_1602,residential,Midwest,52,1,75.27
CUSTOMER_1603,residential,Northeast,77,4,105.35
CUSTOMER_1604,residential,Southeast,52,1,88.96
CUSTOMER_1605,residential,Midwest,24,1,97.94
CUSTOMER_1606,residential,North,45,4,132.03
CUSTOMER_1607,residential,North,24,2,82.34
CUSTOMER_1608,commercial,Midwest,24,3,60.87
CUSTOMER_1609,residential,South,17,1,63.83
CUSTOMER_1610,residential,Northeast,24,1,64.58
CUSTOMER_1611,commercial,Southeast,77,2,74.62
CUSTOMER_1612,commercial,Midwest,24,3,100.16
CUSTOMER_1613,residential,Northeast,24,1,79.29
CUSTOMER_1614,residential,North,77,4,114.39
CUSTOMER_1615,residential,North,17,1,66.16
CUSTOMER_1616,commercial,Midwest,45,3,72.22
CUSTOMER_1617,commercial,Northeast,24,2,84.5
CUSTOMER_1618,commercial,Northeast,17,3,75.1
CUSTOMER_1619,residential,Midwest,77,2,72.65
CUSTOMER_1620,commercial,Midwest,17,1,81.5
CUSTOMER_1621,residential,North,45,3,64.92
CUSTOMER_1622,residential,Midwest,24,3,56.55
CUSTOMER_1623,residential,Midwest,17,1,53.75
CUSTOMER_1624,commercial,Midwest,17,1,65.4
CUSTOMER_1625,residential,Southeast,17,2,57.2
CUSTOMER_1626,commercial,Northeast,17,1,69.77
CUSTOMER_1627,residential,Southeast,45,1,92.19
CUSTOMER_1628,residential,Midwest,45,3,89.28
CUSTOMER_1629,residential,Midwest,24,2,83.87
CUSTOMER_1630,residential,Midwest,45,1,96.28
CUSTOMER_1631,commercial,Midwest,77,3,66.98
CUSTOMER_1632,residential,North,77,1,97.95
CUSTOMER_1633,commercial,Midwest,45,1,73.0
CUSTOMER_1634,commercial,Midwest,52,1,73.09
CUSTOMER_1635,commercial,Midwest,24,1,73.31
CUSTOMER_1636,residential,Northeast,24,2,57.54
CUSTOMER_1637,residential,South,45,3,102.59
CUSTOMER_1638,residential,Midwest,45,3,59.61
CUSTOMER_1639,commercial,North,45,1,70.0
CUSTOMER_1640,commercial,Midwest,45,3,68.9
CUSTOMER_1641,residential,Midwest,77,1,56.33
CUSTOMER_1642,commercial,Midwest,52,4,112.21
CUSTOMER_1643,residential,Midwest,45,3,54.8
CUSTOMER_1644,residential,Southeast,45,4,119.89
CUSTOMER_1645,residential,Northeast,24,2,97.0
CUSTOMER_1646,commercial,Midwest,17,2,69.93
CUSTOMER_1647,residential,Southeast,24,3,58.85
CUSTOMER_1648,commercial,Southeast,45,1,85.66
CUSTOMER_1649,commercial,Midwest,17,1,103.68
CUSTOMER_1650,commercial,Southeast,52,1,64.43
CUSTOMER_1651,residential,North,24,1,66.86
CUSTOMER_1652,residential,Southeast,45,2,102.4
CUSTOMER_1653,residential,Northeast,17,1,61.68
CUSTOMER_1654,residential,Northeast,24,1,78.75
CUSTOMER_1655,residential,Northeast,52,4,117.0
CUSTOMER_1656,commercial,Midwest,45,1,100.38
CUSTOMER_1657,residential,Northeast,77,1,102.9
CUSTOMER_1658,residential,Northeast,77,2,94.33
CUSTOMER_1659,residential,North,24,3,68.66
CUSTOMER_1660,residential,Northeast,24,3,73.22
CUSTOMER_1661,residential,Midwest,52,4,117.14
CUSTOMER_1662,residential,Midwest,77,1,98.24
